source,indicator_code,region_code,period,value,unit,vintage,retrieved_at,source_url,missing_reason
KOSIS,BIRTHS,KR-00,2025,254341.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2015,83005.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2016,75536.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2017,65389.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2018,58074.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2019,53673.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2020,47445.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2021,45531.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2022,42602.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2023,39456.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2024,41605.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-11,2025,45516.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2015,26645.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2016,24906.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2017,21480.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2018,19152.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2019,17049.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2020,15058.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2021,14446.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2022,14134.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2023,12866.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2024,13063.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-26,2025,14010.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2015,19438.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2016,18298.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2017,15946.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2018,14400.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2019,13233.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2020,11193.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2021,10661.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2022,10134.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2023,9410.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2024,10103.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-27,2025,10819.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2015,25491.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2016,23609.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2017,20445.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2018,20087.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2019,18522.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2020,16040.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2021,14947.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2022,14464.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2023,13659.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2024,15236.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-28,2025,16581.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2015,12441.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2016,11580.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2017,10120.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2018,9105.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2019,8364.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2020,7318.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2021,7956.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2022,7446.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2023,6172.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2024,6034.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-29,2025,6495.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2015,13774.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2016,12436.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2017,10851.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2018,9337.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2019,8410.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2020,7481.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2021,7414.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2022,7677.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2023,7194.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2024,7266.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-30,2025,7673.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2015,11732.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2016,10910.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2017,9381.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2018,8149.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2019,7539.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2020,6617.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2021,6127.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2022,5399.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2023,5082.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2024,5282.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-31,2025,5574.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2015,2708.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2016,3297.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2017,3504.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2018,3703.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2019,3819.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2020,3468.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2021,3570.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2022,3209.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2023,2761.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2024,2895.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
KOSIS,BIRTHS,KR-36,2025,2954.0,명,확정,2026-09-16T16:46:12+09:00,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000H&itmId=T10&objL1=ALL&prdSe=Y&startPrdDe=2015&endPrdDe=2025&format=json&jsonVD=Y,
